"Nº de registo";"Data da alteração";"Denominação";"Nº de contribuinte";"Marcas";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"ERT/DRT";"NUT II";"NUT III";"Contacto (Telef/Telem.)";"Contacto (Email)"
" 2027";"2016-10-11";"Agência de Viagens e Turismo Fátima Mundi e  Peregrinações, Lda";"502917709";;"Rua Jacinta Marto, Bloco 10-2º Porta 2 - Apartado 185";"2495-450";"Fátima";"Ourém";"Santarém";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Médio Tejo";"249532970";"viagens@fatimamundi.pt"
" 3129";"2016-11-22";"AGÊNCIA DE VIAGENS E TURISMO ILHANORTE, LDA";"509982182";;"VILA DE SÃO VICENTE";"9240-225";"São Vicente";"São Vicente";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291842080";"ilhanortesv@gmail.com"
" 2255";"2016-12-16";"Agência de Viagens e Turismo Irmãos Melo, Lda.";"503901709";;"Lugar da Torna, Dalvares";"3610-016";"Dalvares";"Tarouca";"Viseu";"TURISMO DO DOURO";"Norte";"Douro";"254678841";"geral@viagensmelo.com"
" 2353";"2016-12-27";"Agência de Viagens e Turismo Onda Azul, Lda";"505226260";;"Av Dr. Sá Carneiro, lote 2";"2350-536";"Torres Novas";"Torres Novas";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Centro";"Médio Tejo";"249830140, 231422503";"carlosnuno@ondazulviagens.com, info@ondazulviagens.com"
" 2199";"2017-07-27";"Agência de Viagens e Turismo Pérola do Tua, Lda.";"503811165";;"Av Trigo de Negreiros, nº.14";"5370-429";"Mirandela";"Mirandela";"Bragança";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Terras de Trás-os-Montes ";"935029133";"cogniconta@sapo.pt"
" 1910";"2017-06-12";"Agência de Viagens e Turismo Sangianense, Lda.";"501478558";;"Largo Marques da Silva, Edifício Camelo, 1º Frente Dtº";"6270-490";"Seia";"Seia";"Guarda";"TURISMO SERRA DA ESTRELA";"Centro";"Beiras e Serra da Estrela";"238085706";"tourneveseia@netvisao.pt"
" 1786";"2017-06-01";"Agência de Viagens e Turismo Solnorte, Lda.";"500307091";"travel in";"Rua Dr. Carlos  Felgueiras, 178";"4470-157";"Maia";"Maia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"229789682, 229446885, 229812028";"geral4@solnorte.pt, geral2@solnorte.pt, geral3@solnorte.pt"
" 2392";"2016-12-07";"Agência de Viagens e Turismo Sr. do Calvário, Lda.";"504594532";;"Av. Egas Moniz, Nº598";"5100-366";"Britiande";"Lamego";"Viseu";"TURISMO DO DOURO";"Norte";"Douro";"254699661";"sr.docalvario@sapo.pt"
" 1860";"2016-12-12";"Agência de Viagens e Turismo, Lucas, Lda.";"500890684";;"Praça da Republica, 46 e 48";"2040-321";"Rio Maior";"Rio Maior";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"243992281, 262921551";"geral.riomaior@lucas.webside.pt, viagenslucas.benedita@gmail.com"
" 1738";"2017-05-23";"Agência de Viagens Joaquim Pereira Resende LDª";"500461805";;"Rua Conde S. Salvador, 492";"4450-264";"Matosinhos";"Matosinhos";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"22 9399073";"viagens@resende-transportes.com"
" 1953";"2017-01-04";"Agência de Viagens Peregrinações Fátima, Lda";"501806083";;"Rua Jacinto Marto-Edifício João Paulo II,Blobo 4/5-3º";"2495-563";"Fátima";"Ourém";"Santarém";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Médio Tejo";"249532767";"caesfa@netc.pt"
" 1957";"2017-01-03";"Agência de Viagens Presidencial Tours A.T.C. Grilo &amp; Filhos, Lda.";"501832777";;"Rua de São Tiago,  5 - 5 A - Bairro de Santo António";"2765-157";"Estoril";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214674703";"presidencialtours@gmail.com"
" 1683";"2016-12-29";"Agência de Viagens Rodarte, Lda.";"500011001";;"Rua da Palma, 159-A";"1100-391";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218823270";"rodarte@rodarte.pt"
" 5760";;"Agência de Viagens Sandinense, Lda.";"500038597";;"R. 5 de Outubro, 2313";"4430-805";"Avintes";"Vila Nova de Gaia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"227863010";"geral@mgc-transportes.pt"
" 1700";"2016-12-20";"Agência de Viagens Tagus, S.A";"500011028";;"Av D. João II, Lote 1.16.1, 7.º";"1990-083";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218925454";"telesales@viagenstagus.pt"
" 6624";;"AGÊNCIA DE VIAGENS VALE DO AVE, LDA";"514087382";;"AVENIDA NARCISO FERREIRA, 188";"4765-202";"Riba de Ave";"Vila Nova de Famalicão";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"252980050";"emilia@viagens-valedoave.pt"
" 2071";"2016-12-23";"Agência de Viagens Volta Mundo, Lda.";"503151505";;"Av. General Humberto Delgado, 12 - B";"2955-115";"Pinhal Novo";"Palmela";"Setúbal";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"212383768";"geral@voltamundo.pt"
" 1694";"2016-11-28";"Agência Internacional de Turismo A Pinto Lda";"500488339";;"Praça Deu-La-Deu, s/n";"4950-452";"Monção";"Monção";"Viana do Castelo";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Minho";"251652267";"viagens.a.pinto@sapo.pt"
" 1886";"2016-12-21";"Agência Valpi -  Viagens e Turismo, Lda.";"501392815";;"Avenida Pedro Guedes, Edificio "Alberto Pinto &amp; Filhos, Limitada"";"4560-452";"Penafiel";"Penafiel";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega e Sousa";"255713265, 252331174";"geral@agenciavalpi.pt, famalicao@agenciavalpi.pt"
" 1919";"2017-07-03";"AGENCIA VIAGENS E TURISMO SANTA MARTA LDA";"501551310";;"Rua Principal, 623";"2380-563";"Moitas Venda";"Alcanena";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Centro";"Médio Tejo";"249891869";"santamarta.alcanena@gmail.com"
" 3408";"2014-12-30";"AGENCIA VIAGENS TURISMO OCEANO";"512076898";;"RUA DRº MANUEL DE ARRIAGA Nº 3B";"9800-549";"Velas";"Velas";"Ilha de São Jorge";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"295412033, 292 623 835  ";"vocean@mail.telepac.pt, vocean@mail.telepac.pt"
" 4412";"2016-08-30";"Agenda Directa - Tourism &amp; Travel Lda.";"510759211";;"Rua da Venezuela, 34 ";"1500-621";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"962538061";"agendadirecta@agendadirecta.pt"
" 6532";;"AGOSTINHO DE JESUS PERES CARREIRA";"191197742";;"RUA MIGUEL TORGA LOTE 3 FRACÇAO H R/C ESQ AREIAS DE S.JOAO";"8200-284";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"968474185";"epasgeral@mail.telepac.pt"
" 4012";;"Aguiviagens Lda";"510635350";;"Avenida Miguel Torga  Loja 2";"5450-032";"Vila Pouca de Aguiar";"Vila Pouca de Aguiar";"Vila Real";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Tâmega";"259403039";"alvesfernanda1@sapo.pt"
" 2303";"2016-12-28";"Aim Portugal - Viagens, Congressos e Incentivos, Lda.";"504565826";;"Avenida Conde Valbom, 6 - 5º";"1050-068";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213245040";"lisbon@aimgroup.eu"
" 2695";"2016-11-22";"Aim4golf, Unipessoal, Lda.";"508266270";;"Estrada de Vale de Lobo, 962 - A";"8135-107";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289397690";"serviclasse@mail.telepac.pt"
" 6082";"2016-12-14";"ALAIN JEROME PIRES DOMINGOS";"230427006";;"RUA JOAQUIM MARTINS PONTES 2 R/C ESQ URB.BORBOLETA BRANCA MONTENEGRO";"8005-310";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289817814";"alaindomingos@sapo.pt"
" 5959";"2016-10-21";"Alberto Amaral Limousines - Transporte de Passageiros, Lda";"513585800";"Le Royal Transfers, AL - Amaral Limousines";"Avª de Berlim 25, 7ºDto";"1800-039";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"967234000";"alberto.amarall@gmail.com"
" 6992";;"Alberto José de Sousa Diogo";"244424365";;"Rua Jornal Folha Domingo blc 55 3ªdireito";"8005-248";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919508364";"badoxa_27@hotmail.com"
" 6997";;"Alberto Manuel de Mendonça Bandeira Ribeiro";"181631105";;"Av. Amália Rodrigues, Nº 27 / 4º Drtº";"2650-437";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919697450";"albertobandeira02@gmail.com"
" 4436";"2017-02-07";"ALBERTO SANTOS MARQUES, LDA";"500308080";;"Rua dos Lojistas Nº 29 - Bairro da Encarnação";"1800-240";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"966225212";"alberto.m.turismo@gmail.com"
" 1838";"2014-02-27";"Albufeiratur -  Viagens e Turismo, Lda.";"500989419";;"Av 25 de Abril, Edifício Albufeira, Loja 11";"8200-014";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289 515024";"albufeiratur@sapo.pt"
" 5167";;"ALBUTRAVEL SERVICE, LDA";"513382488";;"Rua Fernão Magalhães, Lote 7, RC 004";"8200-129";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919958975";"manuela.travessa@hotmail.com"
" 4863";"2017-02-23";"ALCANCEOASIS.LDA";"510648410";;"rua fernando cabral nº12 - B Quinta de S. João";"1750-329";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"913549948";"alcance.oasis@gmail.com"
" 2792";"2017-06-08";"Alcôa Viagens e Turismo, Lda.";"508765641";;"Av Professor Joaquim Vieira Natividade, Loja 78 R/C";"2460-071";"Alcobaça";"Alcobaça";"Leiria";"TURISMO DO OESTE";"Centro";"Oeste";"262503399";"geral@alcoaviagens.com"
" 4313";"2016-02-02";"Aldeia da Fonte, Sociedade de Investimentos Turísticos, Lda";"512025622";"Fonte";"Caminho de Baixo, Silveira";"9930-177";"Lajes do Pico";"Lajes do Pico";"Ilha do Pico";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"292 679 500";"fontetravel@aldeiadafonte.com"
" 1940";"2016-11-07";"Alegretur Agência de Viagens  e Turismo Lda";"501725300";;"Rua Domingos Sequeira, 27 - 2.ºA";"1350-119";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211913483";"paulo.carreira@alegretur.com"
" 6324";;"Alentejo Exclusive, Lda";"513490124";;"Rua da Fonte Nº3, Telheiro";"7200-181";"Monsaraz";"Reguengos de Monsaraz";"Évora";"TURISMO TERRAS DO GRANDE LAGO ALQUEVA - ALENTEJO";"Alentejo";"Alentejo Central";"266557034";"info@alentejoexclusive.pt"
" 4928";"2015-01-02";"ALEXANDRETUR- TRANSPORTE RODOVIARIO DE PASSAGEIROS LDA";"507324994";;"LUGAR DA INSUA BL 1 R/C ESQ";"3610-109";"Tarouca";"Tarouca";"Viseu";"TURISMO DO DOURO";"Norte";"Douro";"969618997, 254677125";"JCCCONT@SAPO.PT, JCCCONT@SAPO.PT"
" 3654";"2016-08-22";"ALEXGO TRAVEL - VIAGENS TURISMO, UNIPESSOAL LDA";"511281714";;"RUA DR. JOSÉ MARIA DA SILVA, Nº 27";"9020-415";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291 602 340";"marco.alexgo@netmadeira.com"
" 4689";;"ALGARDREAMOMENT, LDA";"513127291";;"Rua do Emigrante, Lote 130, 1º Dtº";"8135-128";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"963980915";"natachassilva@gmail.com"
" 2198";"2013-04-04";"Algarserra II - Agência de Viagens  e Turismo, Lda.";"503813338";;"Sitio da Malvada, Caixa Postal 64 Z";"8005-550";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289804017";"info@algarserra.com"
" 5688";"2017-04-27";"Algartaxis - Viagens e Turismo, Lda";"513299807";;"Av. da Gondra Casa Diomar Valverde";"8135-162";"Almancil";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917811774";"paulo.g.simao@gmail.com"
" 6996";;"Algartemático - Gestão e Inovação Turística, S.A";"505016818";;"Rua do Município, Lote 31, Aparthotel Paraíso de Albufeira";"8200-161";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289590000";"rita.esteves@mgehotels.com"
" 3413";"2014-04-03";"Algarve Go, Unipessoal Lda";"510154409";"ALGARVE GO TRAVEL";"Rua da Igreja, Condomínio Lagoas de S. José I, Fracção R";"8200-559";"Ferreiras";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967 610 076";"info@algarvegotravel.com"
" 5384";;"Algarve Klassic Transfers Unipessoal Lda";"513481478";;"Urbanização Bela Vista Rua D. Afonso III Lote M 157";"8400-656";"Parchal";"Lagoa";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919305100";"marcelo_f_correia@hotmail.com"
" 7146";;"ALGARVE SHORE, LDA";"514202556";;"Albufeira Design Villas, Rua Leonardo Coimbra, lote 2 A";"8200-112";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"919604641";"mafaldalopes-44927c@adv.oa.pt"
" 1803";"2016-12-19";"Algarve Tours - Agência de Viagens e Turismo, Lda.";"500586837";;"EN 125-10, Estrada do Aeroporto, Edifício Celfil, Loja 1";"8005-146";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289 890 200 , 291200800, 289818566";"comercial@lgarve-tours.pt, daniel.fernandes@algarve-tours.pt, comercial@lgarve-tours.pt"
" 5513";;"Algarve Trip.me, unipessoal, lda";"513546480";;"Urbanização Aldeia da Azinheira Lote 13 ";"8150-164";"São Brás de Alportel";"São Brás de Alportel";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"917351487";"algarvetrip.me@gmail.com"
" 4171";"2017-06-23";"Alicia Claire Myers Carruna";"247496863";;"Rua Ricardo Reis, Lote 12A, Urb. Bem Parece, Pateo";"8200-313";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"918763124";"alicia@aliciastransfers.com"
" 3343";"2016-02-01";"ALIDEGOR TUR SOCIEDADE UNIPESSOAL LIMITADA";"510145159";;"URBANIZAÇÃO QUINTA DO ROMAO LOTE 3B4 APARTAMENTO 4A";"8125-301";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"965659112";"alidegortur@gmail.com"
" 3241";"2017-02-27";"ALIVE PORTUGAL-AGÊNCIA DE VIAGENS S.A";"510144160";;"Av. Da Boavista, 5083";"4100-141";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"213513380, 218933190";"tome.ferraz@aliveportugal.com, tome.ferraz@aliveportugal.com"
" 6441";"2017-02-14";"ALIZÉ DE SONHOS, LDA.";"514017767";;"MONTE NOVO VILLAGE MORADIA C MONTE NOVO, PADERNE";"8200-493";"Paderne Abf";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289315082";"alizedesonhos@gmail.com"
" 6263";"2017-05-02";"All Around Globe II DMC LDA";"513935797";;"AVENIDA PRAIA DA VITÓRIA N 45";"1000-246";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218480790";"sergio.lopes@allaroundglobe.com"
" 4138";;"ALLGARVEASY UNIPESSOAL LDA";"510753515";;"ESTRADA DOS CERROS ALTOS Nº 62 Z -MOSQUEIRA ";"8200-562";"Ferreiras";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"966084387";"XANASILVESTRE@HOTMAIL.COM"
" 2788";"2017-02-21";"Alliance4 - Transportes e Turismo, Lda.";"504955918";"Alliance4drive, Alliance4drive";"Rua do Vale Formoso de Cima, n 130 A e B";"1500-556";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217267050";"info@alliance4drive.com"
" 2433";"2016-12-29";"Alltravel - Agência de Viagens e Turismo, Lda.";"506386023";"ALLTRAVEL";"Urb.Belavista,Lote 69B";"8400-656";"Parchal";"Lagoa";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282432644";"info@alltravel.pt"
" 6280";"2017-04-28";"Allyou Tour Operator, Lda.";"513944281";;"Zill II, Rua 3, Lote 1026";"7520-309";"Sines";"Sines";"Setúbal";"TURISMO DO ALENTEJO LITORAL";"Alentejo";"Alentejo Litoral";"269634091";"joao.raposo@emviagem.pt"
" 5964";;"ALMEIDA &amp; CASTANHO - SOCIEDADE DE AUTOMÓVEIS DE TURISMO LDA";"504496751";;"AVENIDA MADAME CURIE LOTE 17 2 C";"2720-111";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"964055397";"almeidalimo@hotmail.com"
" 5282";;"ALMONDS TRANSFERS, UNIPESSOAL LDA";"513442030";;"Rua Bombeiros Voluntários nº 100";"8200-099";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"967963411";"magictransfers@sapo.pt"
" 6981";;"Almoster &amp; Mina Lda";"502743891";;"Rua Dunfermline, Lote 16-C 2.ºEsquerdo";"8200-278";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"963250344";"restauranteverdeminho@gmail.com"
" 6544";"2016-12-13";"Alpen Rose Travel, Lda.";"514125373";;"Rua Capitão Roby, n.º 33, 1.º dto.";"1900-111";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217968758";"info@alpenrose.travel"
" 2468";"2017-05-19";"Alto Astral Travel And Fun - Viagens e Turismo, Lda.";"506767116";;"Av. Visconde Valmor, 70 C";"1050-242";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"217615440";"reservas@altoastral.org"
" 6761";;"ALTOSOLTRAVEL, UNIPESSOAL LDA";"514246316";;"Rua do Estádio, Apartamento 4 A, nº C6";"8200-127";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"964845872";"info@altosoltravel.com"
" 5823";"2017-06-06";"ALVEGAL - VIAGENS E TURISMO, LDA";"507836758";;"Barreiro -  Vila Chã Santiago";"4980-732";"Vila Chã (Santiago)";"Ponte da Barca";"Viana do Castelo";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Alto Minho";"258  587  011, 258  522  390, 253  507  024";"geral@alvegalviagens.com, comercial@alvegalviagens.com, contabilidade@alvegalviagens.com"
" 2587";"2017-05-30";"Alvor Travel, Agência de Viagens e Turismo, Lda.";"507698053";;"Rua Operários Conserveiros, nº 24 R/C";"8500-602";"Portimão";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282457523";"mail@alvorinfo.com"
" 4614";"2015-04-28";"Ama Viagens e Turismo Lda";"511097603";;"Rua Infante Santo nº 4 ,Nucleo Residencial dos Ilheus loja 4 Sé";"9000-012";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291-745614";"amaviagens@gmail.com"
" 6849";;"Amarnave-Serviços Maritimos Lda";"504039393";;"Praça Duque da Terceira nº 24-3º";"1200-161";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"917690079";"geral@amarnave.com"
" 4198";"2016-10-21";"AMÁVEL PIMENTEL VIAGENS E TRANSPORTES, UNIPESSOAL LDA";"510783082";;"Rua da Alegria, Qta. da Barrica, nº 148, Adroana";"2645-013";"Alcabideche";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"933005557";"raminhos.contabilidade@gmail.com"
" 6383";;"Amazing  Coast Portugal Transfers,unipessoal lda";"514031212";;"largo do calvario 25 ";"1300-114";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"964299134";"amazing.coast.portugal@gmail.com"
" 4696";;"AMAZING TOURS LDA";"509599036";;"RUA ANTÓNIO MONIZ BARRETO N. 31, ROSÁRIO";"9560-051";"Lagoa (São Miguel)";"Lagoa";"Ilha de São Miguel";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"962526603";"ra@amazingtours.se"
" 6081";"2017-01-26";"AMELE VOYAGES PORTO, UNIPESSOAL LDA";"513792651";;"Rua Dr Afonso Cordeiro 687";"4450-007";"Matosinhos";"Matosinhos";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"966054152";"mail@detours.pt"
" 4401";;"Amiroad II - Transportes de Passageiros, Lda.";"510850120";;"Rua Dr. António Patrício Gouveia, 14 C";"2780-185";"Oeiras";"Oeiras";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914075830";"amiroad2@gmail.com"
" 3417";"2013-05-28";"AMO VIAGENS SA";"509841813";;"Parque de Empresas de Ferreira do Alentejo, Lote 24";"7900-571";"Ferreira do Alentejo";"Ferreira do Alentejo";"Beja";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Baixo Alentejo";"925831453";"goncalo.palma@amo-viagens.pt"
" 2051";"2017-01-11";"Amorim - Viagens e Turismo, Lda.";"503113573";;"Rua de Meladas, 380";"4535-186";"Mozelos Vfr";"Santa Maria da Feira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"227475400";"avt@amorim.com"
" 4236";"2013-12-26";"ANA CLARA DE SOUSA AZEVEDO";"254097596";;"Rua José Carvalho, 671";"4760-353";"Vila Nova de Famalicão";"Vila Nova de Famalicão";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"913893204";"ana1azevedo@hotmail.com"
" 6180";"2017-02-27";"Ana Cláudia Oliveira - AGÊNCIA DE VIAGENS E TURISMO, UNIPESSOAL LDA.";"513852557";;"Rua Sacadura Cabral, 102, Centro Comercial Grande Galiza, lj 75";"2765-349";"Estoril";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214646660";"ana@lourencoturismo.com"
